Circle, white, A, black
Circle, green, 9, orange
Circle, purple, A, white
Circle, purple, B, white
Circle, purple, C, white
Circle, purple, D, white
Circle, purple, E, white
Circle, purple, F, white
Circle, purple, G, white
Circle, purple, H, white
Circle, purple, I, white
Circle, purple, J, white
Circle, purple, K, white
Circle, purple, L, white
Circle, purple, M, white
Circle, purple, N, white
Circle, purple, O, white
Circle, purple, P, white
Circle, purple, Q, white
Circle, purple, R, white
Circle, purple, S, white
Circle, purple, T, white
Circle, purple, U, white
Circle, purple, V, white
Circle, purple, W, white
Circle, purple, X, white
Circle, purple, Y, white
Circle, purple, Z, white
Circle, purple, 0, white
Circle, purple, 1, white
Circle, purple, 2, white
Circle, purple, 3, white
Circle, purple, 4, white
Circle, purple, 5, white
Circle, purple, 6, white
Circle, purple, 7, white
Circle, purple, 8, white
Circle, purple, 9, white
Circle, purple, A, black
Circle, purple, B, black
Circle, purple, C, black
Circle, purple, D, black
Circle, purple, E, black
Circle, purple, F, black
Circle, purple, G, black
Circle, purple, H, black
Circle, purple, I, black
Circle, purple, J, black
Circle, purple, K, black
Circle, purple, L, black
Circle, purple, M, black
Circle, purple, N, black
Circle, purple, O, black
Circle, purple, P, black
Circle, purple, Q, black
Circle, purple, R, black
Circle, purple, S, black
Circle, purple, T, black
Circle, purple, U, black
Circle, purple, V, black
Circle, purple, W, black
Circle, purple, X, black
Circle, purple, Y, black
Circle, purple, Z, black
Circle, purple, 0, black
Circle, purple, 1, black
Circle, purple, 2, black
Circle, purple, 3, black
Circle, purple, 4, black
Circle, purple, 5, black
Circle, purple, 6, black
Circle, purple, 7, black
Circle, purple, 8, black
Circle, purple, 9, black
Circle, purple, A, red
Circle, purple, B, red
Circle, purple, C, red
Circle, purple, D, red
Circle, purple, E, red
Circle, purple, F, red
Circle, purple, G, red
Circle, purple, H, red
Circle, purple, I, red
Circle, purple, J, red
Circle, purple, K, red
Circle, purple, L, red
Circle, purple, M, red
Circle, purple, N, red
Circle, purple, O, red
Circle, purple, P, red
Circle, purple, Q, red
Circle, purple, R, red
Circle, purple, S, red
Circle, purple, T, red
Circle, purple, U, red
Circle, purple, V, red
Circle, purple, W, red
Circle, purple, X, red
Circle, purple, Y, red
Circle, purple, Z, red
Circle, purple, 0, red
Circle, purple, 1, red
Circle, purple, 2, red
Circle, purple, 3, red
Circle, purple, 4, red
Circle, purple, 5, red
Circle, purple, 6, red
Circle, purple, 7, red
Circle, purple, 8, red
Circle, purple, 9, red
Circle, purple, A, blue
Circle, purple, B, blue
Circle, purple, C, blue
Circle, purple, D, blue
Circle, purple, E, blue
Circle, purple, F, blue
Circle, purple, G, blue
Circle, purple, H, blue
Circle, purple, I, blue
Circle, purple, J, blue
Circle, purple, K, blue
Circle, purple, L, blue
Circle, purple, M, blue
Circle, purple, N, blue
Circle, purple, O, blue
Circle, purple, P, blue
Circle, purple, Q, blue
Circle, purple, R, blue
Circle, purple, S, blue
Circle, purple, T, blue
Circle, purple, U, blue
Circle, purple, V, blue
Circle, purple, W, blue
Circle, purple, X, blue
Circle, purple, Y, blue
Circle, purple, Z, blue
Circle, purple, 0, blue
Circle, purple, 1, blue
Circle, purple, 2, blue
Circle, purple, 3, blue
Circle, purple, 4, blue
Circle, purple, 5, blue
Circle, purple, 6, blue
Circle, purple, 7, blue
Circle, purple, 8, blue
Circle, purple, 9, blue
Circle, purple, A, green
Circle, purple, B, green
Circle, purple, C, green
Circle, purple, D, green
Circle, purple, E, green
Circle, purple, F, green
Circle, purple, G, green
Circle, purple, H, green
Circle, purple, I, green
Circle, purple, J, green
Circle, purple, K, green
Circle, purple, L, green
Circle, purple, M, green
Circle, purple, N, green
Circle, purple, O, green
Circle, purple, P, green
Circle, purple, Q, green
Circle, purple, R, green
Circle, purple, S, green
Circle, purple, T, green
Circle, purple, U, green
Circle, purple, V, green
Circle, purple, W, green
Circle, purple, X, green
Circle, purple, Y, green
Circle, purple, Z, green
Circle, purple, 0, green
Circle, purple, 1, green
Circle, purple, 2, green
Circle, purple, 3, green
Circle, purple, 4, green
Circle, purple, 5, green
Circle, purple, 6, green
Circle, purple, 7, green
Circle, purple, 8, green
Circle, purple, 9, green
Circle, purple, A, brown
Circle, purple, B, brown
Circle, purple, C, brown
Circle, purple, D, brown
Circle, purple, E, brown
Circle, purple, F, brown
Circle, purple, G, brown
Circle, purple, H, brown
Circle, purple, I, brown
Circle, purple, J, brown
Circle, purple, K, brown
Circle, purple, L, brown
Circle, purple, M, brown
Circle, purple, N, brown
Circle, purple, O, brown
Circle, purple, P, brown
Circle, purple, Q, brown
Circle, purple, R, brown
Circle, purple, S, brown
Circle, purple, T, brown
Circle, purple, U, brown
Circle, purple, V, brown
Circle, purple, W, brown
Circle, purple, X, brown
Circle, purple, Y, brown
Circle, purple, Z, brown
Circle, purple, 0, brown
Circle, purple, 1, brown
Circle, purple, 2, brown
Circle, purple, 3, brown
Circle, purple, 4, brown
Circle, purple, 5, brown
Circle, purple, 6, brown
Circle, purple, 7, brown
Circle, purple, 8, brown
Circle, purple, 9, brown
Circle, purple, A, orange
Circle, purple, B, orange
Circle, purple, C, orange
Circle, purple, D, orange
Circle, purple, E, orange
Circle, purple, F, orange
Circle, purple, G, orange
Circle, purple, H, orange
Circle, purple, I, orange
Circle, purple, J, orange
Circle, purple, K, orange
Circle, purple, L, orange
Circle, purple, M, orange
Circle, purple, N, orange
Circle, purple, O, orange
Circle, purple, P, orange
Circle, purple, Q, orange
Circle, purple, R, orange
Circle, purple, S, orange
Circle, purple, T, orange
Circle, purple, U, orange
Circle, purple, V, orange
Circle, purple, W, orange
Circle, purple, X, orange
Circle, purple, Y, orange
Circle, purple, Z, orange
Circle, purple, 0, orange
Circle, purple, 1, orange
Circle, purple, 2, orange
Circle, purple, 3, orange
Circle, purple, 4, orange
Circle, purple, 5, orange
Circle, purple, 6, orange
Circle, purple, 7, orange
Circle, purple, 8, orange
Circle, purple, 9, orange
Circle, brown, A, white
Circle, brown, B, white
Circle, brown, C, white
Circle, brown, D, white
Circle, brown, E, white
Circle, brown, F, white
Circle, brown, G, white
Circle, brown, H, white
Circle, brown, I, white
Circle, brown, J, white
Circle, brown, K, white
Circle, brown, L, white
Circle, brown, M, white
Circle, brown, N, white
Circle, brown, O, white
Circle, brown, P, white
Circle, brown, Q, white
Circle, brown, R, white
Circle, brown, S, white
Circle, brown, T, white
Circle, brown, U, white
Circle, brown, V, white
Circle, brown, W, white
Circle, brown, X, white
Circle, brown, Y, white
Circle, brown, Z, white
Circle, brown, 0, white
Circle, brown, 1, white
Circle, brown, 2, white
Circle, brown, 3, white
Circle, brown, 4, white
Circle, brown, 5, white
Circle, brown, 6, white
Circle, brown, 7, white
Circle, brown, 8, white
Circle, brown, 9, white
Circle, brown, A, black
Circle, brown, B, black
Circle, brown, C, black
Circle, brown, D, black
Circle, brown, E, black
Circle, brown, F, black
Circle, brown, G, black
Circle, brown, H, black
Circle, brown, I, black
Circle, brown, J, black
Circle, brown, K, black
Circle, brown, L, black
Circle, brown, M, black
Circle, brown, N, black
Circle, brown, O, black
Circle, brown, P, black
Circle, brown, Q, black
Circle, brown, R, black
Circle, brown, S, black
Circle, brown, T, black
Circle, brown, U, black
Circle, brown, V, black
Circle, brown, W, black
Circle, brown, X, black
Circle, brown, Y, black
Circle, brown, Z, black
Circle, brown, 0, black
Circle, brown, 1, black
Circle, brown, 2, black
Circle, brown, 3, black
Circle, brown, 4, black
Circle, brown, 5, black
Circle, brown, 6, black
Circle, brown, 7, black
Circle, brown, 8, black
Circle, brown, 9, black
Circle, brown, A, red
Circle, brown, B, red
Circle, brown, C, red
Circle, brown, D, red
Circle, brown, E, red
Circle, brown, F, red
Circle, brown, G, red
Circle, brown, H, red
Circle, brown, I, red
Circle, brown, J, red
Circle, brown, K, red
Circle, brown, L, red
Circle, brown, M, red
Circle, brown, N, red
Circle, brown, O, red
Circle, brown, P, red
Circle, brown, Q, red
Circle, brown, R, red
Circle, brown, S, red
Circle, brown, T, red
Circle, brown, U, red
Circle, brown, V, red
Circle, brown, W, red
Circle, brown, X, red
Circle, brown, Y, red
Circle, brown, Z, red
Circle, brown, 0, red
Circle, brown, 1, red
Circle, brown, 2, red
Circle, brown, 3, red
Circle, brown, 4, red
Circle, brown, 5, red
Circle, brown, 6, red
Circle, brown, 7, red
Circle, brown, 8, red
Circle, brown, 9, red
Circle, brown, A, blue
Circle, brown, B, blue
Circle, brown, C, blue
Circle, brown, D, blue
Circle, brown, E, blue
Circle, brown, F, blue
Circle, brown, G, blue
Circle, brown, H, blue
Circle, brown, I, blue
Circle, brown, J, blue
Circle, brown, K, blue
Circle, brown, L, blue
Circle, brown, M, blue
Circle, brown, N, blue
Circle, brown, O, blue
Circle, brown, P, blue
Circle, brown, Q, blue
Circle, brown, R, blue
Circle, brown, S, blue
Circle, brown, T, blue
Circle, brown, U, blue
Circle, brown, V, blue
Circle, brown, W, blue
Circle, brown, X, blue
Circle, brown, Y, blue
Circle, brown, Z, blue
Circle, brown, 0, blue
Circle, brown, 1, blue
Circle, brown, 2, blue
Circle, brown, 3, blue
Circle, brown, 4, blue
Circle, brown, 5, blue
Circle, brown, 6, blue
Circle, brown, 7, blue
Circle, brown, 8, blue
Circle, brown, 9, blue
Circle, brown, A, green
Circle, brown, B, green
Circle, brown, C, green
Circle, brown, D, green
Circle, brown, E, green
Circle, brown, F, green
Circle, brown, G, green
Circle, brown, H, green
Circle, brown, I, green
Circle, brown, J, green
Circle, brown, K, green
Circle, brown, L, green
Circle, brown, M, green
Circle, brown, N, green
Circle, brown, O, green
Circle, brown, P, green
Circle, brown, Q, green
Circle, brown, R, green
Circle, brown, S, green
Circle, brown, T, green
Circle, brown, U, green
Circle, brown, V, green
Circle, brown, W, green
Circle, brown, X, green
Circle, brown, Y, green
Circle, brown, Z, green
Circle, brown, 0, green
Circle, brown, 1, green
Circle, brown, 2, green
Circle, brown, 3, green
Circle, brown, 4, green
Circle, brown, 5, green
Circle, brown, 6, green
Circle, brown, 7, green
Circle, brown, 8, green
Circle, brown, 9, green
Circle, brown, A, purple
Circle, brown, B, purple
Circle, brown, C, purple
Circle, brown, D, purple
Circle, brown, E, purple
Circle, brown, F, purple
Circle, brown, G, purple
Circle, brown, H, purple
Circle, brown, I, purple
Circle, brown, J, purple
Circle, brown, K, purple
Circle, brown, L, purple
Circle, brown, M, purple
Circle, brown, N, purple
Circle, brown, O, purple
Circle, brown, P, purple
Circle, brown, Q, purple
Circle, brown, R, purple
Circle, brown, S, purple
Circle, brown, T, purple
Circle, brown, U, purple
Circle, brown, V, purple
Circle, brown, W, purple
Circle, brown, X, purple
Circle, brown, Y, purple
Circle, brown, Z, purple
Circle, brown, 0, purple
Circle, brown, 1, purple
Circle, brown, 2, purple
Circle, brown, 3, purple
Circle, brown, 4, purple
Circle, brown, 5, purple
Circle, brown, 6, purple
Circle, brown, 7, purple
Circle, brown, 8, purple
Circle, brown, 9, purple
Circle, brown, A, orange
Circle, brown, B, orange
Circle, brown, C, orange
Circle, brown, D, orange
Circle, brown, E, orange
Circle, brown, F, orange
Circle, brown, G, orange
Circle, brown, H, orange
Circle, brown, I, orange
Circle, brown, J, orange
Circle, brown, K, orange
Circle, brown, L, orange
Circle, brown, M, orange
Circle, brown, N, orange
Circle, brown, O, orange
Circle, brown, P, orange
Circle, brown, Q, orange
Circle, brown, R, orange
Circle, brown, S, orange
Circle, brown, T, orange
Circle, brown, U, orange
Circle, brown, V, orange
Circle, brown, W, orange
Circle, brown, X, orange
Circle, brown, Y, orange
Circle, brown, Z, orange
Circle, brown, 0, orange
Circle, brown, 1, orange
Circle, brown, 2, orange
Circle, brown, 3, orange
Circle, brown, 4, orange
Circle, brown, 5, orange
Circle, brown, 6, orange
Circle, brown, 7, orange
Circle, brown, 8, orange
Circle, brown, 9, orange
Circle, orange, A, white
Circle, orange, B, white
Circle, orange, C, white
Circle, orange, D, white
Circle, orange, E, white
Circle, orange, F, white
Circle, orange, G, white
Circle, orange, H, white
Circle, orange, I, white
Circle, orange, J, white
Circle, orange, K, white
Circle, orange, L, white
Circle, orange, M, white
Circle, orange, N, white
Circle, orange, O, white
Circle, orange, P, white
Circle, orange, Q, white
Circle, orange, R, white
Circle, orange, S, white
Circle, orange, T, white
Circle, orange, U, white
Circle, orange, V, white
Circle, orange, W, white
Circle, orange, X, white
Circle, orange, Y, white
Circle, orange, Z, white
Circle, orange, 0, white
Circle, orange, 1, white
Circle, orange, 2, white
Circle, orange, 3, white
Circle, orange, 4, white
Circle, orange, 5, white
Circle, orange, 6, white
Circle, orange, 7, white
Circle, orange, 8, white
Circle, orange, 9, white
Circle, orange, A, black
Circle, orange, B, black
Circle, orange, C, black
Circle, orange, D, black
Circle, orange, E, black
Circle, orange, F, black
Circle, orange, G, black
Circle, orange, H, black
Circle, orange, I, black
Circle, orange, J, black
Circle, orange, K, black
Circle, orange, L, black
Circle, orange, M, black
Circle, orange, N, black
Circle, orange, O, black
Circle, orange, P, black
Circle, orange, Q, black
Circle, orange, R, black
Circle, orange, S, black
Circle, orange, T, black
Circle, orange, U, black
Circle, orange, V, black
Circle, orange, W, black
Circle, orange, X, black
Circle, orange, Y, black
Circle, orange, Z, black
Circle, orange, 0, black
Circle, orange, 1, black
Circle, orange, 2, black
Circle, orange, 3, black
Circle, orange, 4, black
Circle, orange, 5, black
Circle, orange, 6, black
Circle, orange, 7, black
Circle, orange, 8, black
Circle, orange, 9, black
Circle, orange, A, red
Circle, orange, B, red
Circle, orange, C, red
Circle, orange, D, red
Circle, orange, E, red
Circle, orange, F, red
Circle, orange, G, red
Circle, orange, H, red
Circle, orange, I, red
Circle, orange, J, red
Circle, orange, K, red
Circle, orange, L, red
Circle, orange, M, red
Circle, orange, N, red
Circle, orange, O, red
Circle, orange, P, red
Circle, orange, Q, red
Circle, orange, R, red
Circle, orange, S, red
Circle, orange, T, red
Circle, orange, U, red
Circle, orange, V, red
Circle, orange, W, red
Circle, orange, X, red
Circle, orange, Y, red
Circle, orange, Z, red
Circle, orange, 0, red
Circle, orange, 1, red
Circle, orange, 2, red
Circle, orange, 3, red
Circle, orange, 4, red
Circle, orange, 5, red
Circle, orange, 6, red
Circle, orange, 7, red
Circle, orange, 8, red
Circle, orange, 9, red
Circle, orange, A, blue
Circle, orange, B, blue
Circle, orange, C, blue
Circle, orange, D, blue
Circle, orange, E, blue
Circle, orange, F, blue
Circle, orange, G, blue
Circle, orange, H, blue
Circle, orange, I, blue
Circle, orange, J, blue
Circle, orange, K, blue
Circle, orange, L, blue
Circle, orange, M, blue
Circle, orange, N, blue
Circle, orange, O, blue
Circle, orange, P, blue
Circle, orange, Q, blue
Circle, orange, R, blue
Circle, orange, S, blue
Circle, orange, T, blue
Circle, orange, U, blue
Circle, orange, V, blue
Circle, orange, W, blue
Circle, orange, X, blue
Circle, orange, Y, blue
Circle, orange, Z, blue
Circle, orange, 0, blue
Circle, orange, 1, blue
Circle, orange, 2, blue
Circle, orange, 3, blue
